TAX-1212764	Paenibacillus popilliae
Lanthionine-Isomers	a lanthionine isomer
TAX-1621534	Paraglaciecola
2-4-2-N-linked-Glycan	[(2),(4),(2)]-<i>N</i>-linked glycan
PWY-6596	adenosine nucleotides degradation I
GO:0015114	phosphate ion transmembrane transporter activity
Pfam-Entry-PF05275.7	CopB
Pfam-PF12836.3	HHH_3
PWY-6303	methyl indole-3-acetate interconversion
TAX-930945	Sulfolobus islandicus
TAX-1121456	Desulfovibrio longus
Pfam-PF13614.2	AAA_31
Pfam-Entry-PF02294.14	7kD_DNA_binding
TAX-217	Helicobacter mustelae
INDOLE-PHYTOALEXIN-SYN	Indole Phytoalexins Biosynthesis
PWY-6322	phosphinothricin tripeptide biosynthesis
Pfam-PF16778.1	Phage_tail_APC
TAX-999424	Streptococcus sp. F0441
TAX-896	Desulfococcus
TAX-9845	Ruminantia
Pfam-PF01196.15	Ribosomal_L17
TAX-566277	Lentisphaeraceae
TAX-182070	Saxifraga stolonifera
TAX-365044	Polaromonas naphthalenivorans
TAX-27334	Penicillium expansum
TAX-157652	Mucuna pruriens
TAX-73030	Dechloromonas agitata
Proteins-L-Threonines	a [protein]-L-threonine
GO:0044243	multicellular organismal catabolic process
GO:0009180	purine ribonucleoside diphosphate biosynthetic process
GO:0003755	peptidyl-prolyl cis-trans isomerase activity
Pfam-PF00078.23	RVT_1
TAX-46225	Moraxella <subgenus>
CO2FORM-PWY	methanogenesis from methanol
Pfam-Entry-PF00486.24	Trans_reg_C
CPD-15709	D-fructose 6-phosphate
PWY-4561	proline degradation II
TAX-235895	Euphorbieae
TAG-18-2-38-3s	a TAG(18:2/38:3)
GO:0001505	regulation of neurotransmitter levels
TAX-948311	Fusarium proliferatum
GO:0060541	respiratory system development
MSL3	mycolipanoic acid synthase
Pfam-PF06762.10	LMF1
TAX-1641	Listeria grayi
Pfam-PF02002.13	TFIIE_alpha
Pfam-PF03814.11	KdpA
TAX-292625	Anaerolineae
TAX-480224	Chloroflexus sp. Y-400-fl
TAX-46220	Taxus brevifolia
TAX-1123305	Streptococcus hyovaginalis
GO:0009893	positive regulation of metabolic process
CPD-1101	an <i>N</i>-acetyl-D-glucosaminyl-1,3-&beta;-D-galactosyl-1,4-&beta;-D-glucosylceramide
Pfam-Entry-PF13171.2	DUF4004
TAX-94785	endosymbiont of Tevnia jerichonana
TAX-765073	Propionibacterium acnes
Pfam-PF08977.6	BOFC_N
Pfam-PF04439.8	Adenyl_transf
Pfam-Entry-PF10042.5	DUF2278
GO:0042981	regulation of apoptotic process
L-sorbofuranse-1-phosphate	L-sorbofuranose 1-phosphate
Pfam-PF03888.10	MucB_RseB
GO:0051220	cytoplasmic sequestering of protein
CPD-17355	a [glycerolipid]-docosahexaenoate
Nicotine-Degradation	Nicotine Degradation
Pfam-Entry-PF13511.2	DUF4124
GO:0003776	muscle motor activity
GO:0002165	instar larval or pupal development
GO:0019168	2-octaprenylphenol hydroxylase activity
TAX-124994	Billia hippocastanum
TAX-661979	Brachybacterium squillarum
TAX-2194	Methanomicrobiaceae
Pfam-PF05979.8	DUF896
Pfam-PF04284.9	DUF441
TAX-1155134	Staphylococcus epidermidis
TAX-135575	Idiomarina
Alkyl-Sulfenates	an <i>S</i>-alkylsulfenate
Prostanoids	a prostanoid
Pfam-PF08838.6	DUF1811
Pfam-Entry-PF07410.7	Phage_Gp111
Pfam-PF16881.1	LIAS_N
TAX-231434	Beijerinckia mobilis
TAX-90964	Staphylococcaceae
Pfam-Entry-PF02561.10	FliS
TAX-1121926	Glycomyces arizonensis
Pfam-Entry-PF00629.19	MAM
TAX-3671	Momordica
Pfam-PF16548.1	FlgT_N
Pfam-Entry-PF09882.5	DUF2109
PWY-1781	&beta;-alanine degradation II
TAX-331111	Escherichia coli
tRNAPhe-Containing-isowyosine-37	isowyosine<sup>37</sup> in tRNA<sup>Phe</sup>
TAX-931450	Staphylococcus aureus
TAX-1035817	Bifidobacterium longum
TAX-1415784	Bacillus toyonensis
GO:0015283	apoptogenic cytochrome c release channel activity
Pfam-PF03785.10	Peptidase_C25_C
Pfam-Entry-PF10559.5	Plug_translocon
GO:0004076	biotin synthase activity
TAX-857150	Streptococcus mutans
Pfam-Entry-PF10060.5	DUF2298
Phosphatidylcholines-36-4	phosphatidylcholine-36:4
GO:0008661	1-deoxy-D-xylulose-5-phosphate synthase activity
Pfam-Entry-PF07419.8	PilM
GO:0008888	glycerol dehydrogenase [NAD+] activity
GO:0042764	ascospore-type prospore
TAX-292805	Wolbachia endosymbiont
Pfam-PF16407.1	PKD_2
TAX-1329950	Unidentata
D-aspartate-peptidoglycan	[&beta;-GlcNAc-(1-4)-Mur2Ac(oyl-L-Ala-&gamma;-D-Glu-6-N-(&beta;-D-Asp)-L-Lys-D-Ala-D-Ala)]n
TAX-119219	Cupriavidus metallidurans
GO:0043275	glutamate carboxypeptidase II activity
GO:0005763	mitochondrial small ribosomal subunit
TAX-578822	Methylobacterium extorquens group
TAX-89629	Anchusa
Immunoglobulin-G-Glycopeptides-fragments	fragments of immunoglobuline G glycopeptide
Pfam-Entry-PF06667.8	PspB
javose	javose
Methionine-sulfone-Modifications	Methionine sulfone
TAX-314145	Laurasiatheria
TAX-196164	Corynebacterium efficiens
CPD-16705	1-monomyristoylglycerol
TAX-435908	Idiomarina salinarum
Ions	an ion
TAX-43852	Toxicodendron
GO:0042221	response to chemical
TAX-1329961	Bifurcata
Pfam-Entry-PF00563.16	EAL
GO:2000766	negative regulation of cytoplasmic translation
Pfam-PF04366.8	Ysc84
GO:0008117	sphinganine-1-phosphate aldolase activity
TAX-1144308	Brevibacillus sp. BC25
TAX-349520	Paenibacillus polymyxa
Pfam-PF14398.2	ATPgrasp_YheCD
TAX-335161	Halimium umbellatum
PWY0-1586	peptidoglycan maturation (<i>meso</i>-diaminopimelate containing)
GO:0017145	stem cell division
TAX-561230	Pectobacterium carotovorum
Pfam-Entry-PF08254.7	Leader_Thr
Pfam-Entry-PF07646.11	Kelch_2
Pfam-Entry-PF00027.25	cNMP_binding
GO:1901106	tetracenomycin C biosynthetic process
Pfam-Entry-PF01896.15	DNA_primase_S
TAX-1069624	Streptococcus pneumoniae
Pfam-Entry-PF11582.4	DUF3240
GO:0043121	neurotrophin binding
MIP2C	a mannosyl-diphosphoinositol-&alpha; hydroxyphytoceramide
TAX-224915	Buchnera aphidicola
TAX-252301	Oceanicola
TAX-1046117	Oceaniovalibus guishaninsula
TAX-397864	Barnesiella
Pfam-PF13679.2	Methyltransf_32
Polyamine-Biosynthesis	Amines and Polyamines Biosynthesis
TAX-564065	Ralstonia solanacearum
GO:0050281	serine-glyoxylate transaminase activity
PWY-6835	6-gingerol biosynthesis
TAX-28150	Salmonella enterica
GO:0030183	B cell differentiation
TAX-229193	Yersinia pestis
PWY-5086	chlorophyll <i>a</i> biosynthesis I
GO:0044271	cellular nitrogen compound biosynthetic process
Pfam-Entry-PF06406.7	StbA
TAX-1035377	Yersinia pestis
TAX-42436	Thiothrix ramosa
TAX-1005048	Collimonas fungivorans
GO:0019212	phosphatase inhibitor activity
N-Alpha-Acetylated-N-terminal-Amino-Acid	an N<sup>&alpha;</sup>-acetylated [protein] N-terminal amino acid
TAX-263476	Viridibacillus arenosi
TAX-7003	Locusta
Pfam-Entry-PF09499.6	RE_ApaLI
UDP-sugar	a UDP-sugar
TAX-74647	Rosa multiflora
TAX-3224	Ceratodon
Pfam-PF02359.14	CDC48_N
Pfam-Entry-PF09638.6	Ph1570
GO:0030323	respiratory tube development
TAX-125	Pirellula staleyi
GO:0046122	purine deoxyribonucleoside metabolic process
GO:0010288	response to lead ion
TAX-106626	Rhizophora apiculata
Pfam-Entry-PF06945.9	DUF1289
TAX-83654	Leclercia
Pfam-PF01193.20	RNA_pol_L
TAX-243919	Namalycastis
TAX-364763	Ferrimonas kyonanensis
GO:0047042	androsterone dehydrogenase (B-specific) activity
Pfam-PF11809.4	DUF3330
CPD0-1027	a debranched &alpha;-limit dextrin
Pfam-Entry-PF13385.2	Laminin_G_3
Pfam-Entry-PF03013.10	Pyr_excise
TAX-362242	Mycobacterium ulcerans
TAX-621372	Paenibacillus sp. oral taxon 786
PWY-7141	(3<i>S</i>)-linalool biosynthesis
GO:0008245	lysosomal membrane hydrogen-transporting ATPase
Nitrogen-Fixation	Nitrogen fixation
Pfam-PF01712.15	dNK
Pfam-PF14218.2	COP23
GO:0006435	threonyl-tRNA aminoacylation
Pfam-Entry-PF11877.4	DUF3397
Tetrahydroxyflavones	a tetrahydroxyflavone
Pfam-Entry-PF07411.8	DUF1508
PWY-5439	betacyanin biosynthesis (via dopamine)
GO:0051240	positive regulation of multicellular organismal process
Pfam-PF13175.2	AAA_15
TAX-1120919	Acetobacter nitrogenifigens
Pfam-Entry-PF12320.4	SbcD_C
Pfam-Entry-PF11190.4	DUF2976
GO:0017149	protein biosynthetic process inhibitor activity
Pfam-PF01344.21	Kelch_1
PWY-7104	dTDP-L-megosamine biosynthesis
Pfam-Entry-PF08750.7	CNP1
immunoglobulin-IgA1-	an immunoglobulin IgA1
TAX-52764	Bartonella alsatica
TAX-712211	Capnocytophaga sp. oral taxon 324
Pfam-PF06884.7	DUF1264
Pfam-Entry-PF04354.9	ZipA_C
Pfam-PF04126.9	Cyclophil_like
Charged-fMET-tRNAs	an <i>N</i>-formyl-L-methionylaminoacyl-tRNA
Pfam-PF02898.11	NO_synthase
GO:0047150	betaine-homocysteine S-methyltransferase activity
TAX-108394	Hyssopus <wasp>
GALACTOSYLCERAMIDE-SULFATE	a sulfatide
Pfam-PF03450.13	CO_deh_flav_C
TAX-1603259	Escherichia coli
GO:0004528	phosphodiesterase I activity
TAX-1077464	Streptococcus tigurinus
GO:0030614	oxidoreductase activity, acting on phosphorus or arsenic in donors, disulfide as acceptor
Pfam-PF12822.3	DUF3816
TAX-478009	Halobacterium salinarum
TAX-216572	Oscillospiraceae
TAX-189773	Herpetosiphonaceae
PWY-3661	glycine betaine degradation I
Pfam-PF07045.7	DUF1330
GO:0004847	urea carboxylase activity
TAX-903937	Acinetobacter baumannii
TAX-454600	Gracilimonas tropica
Pfam-Entry-PF01769.12	MgtE
ORG-5927	Pseudomonas aeruginosa
Pfam-Entry-PF05420.7	BCSC_C
APOCAROTENOID-SYN	Apocarotenoids Biosynthesis
GO:0004178	leucyl aminopeptidase activity
GO:0019679	propionate metabolic process, methylcitrate cycle
CPD-17449	a [protein]-2-aminoprop-2-enoate
Pfam-Entry-PF02167.11	Cytochrom_C1
Pfam-PF10652.5	DUF2480
Pfam-PF04672.8	Methyltransf_19
Pfam-PF10569.5	Thiol-ester_cl
Acetan	acetan
Pfam-Entry-PF11189.4	DUF2973
Ferrohemoglobins	a ferrohemoglobin
TAX-39347	Nepeta cataria
Pfam-PF01985.17	CRS1_YhbY
TAX-43773	Syntrophus <bacteria>
TAX-888827	Arcobacter butzleri
PGL	a dimycocerosyl triglycosyl phenolphthiocerol
Pfam-Entry-PF08415.6	NRPS
ORG-6225	Alangium lamarckii
Pfam-PF10871.4	DUF2748
TAX-1089456	Pseudomonas aeruginosa
TAG-18-2-40-4s	a TAG(18:2/40:4)
TAX-715962	dothideomyceta
PWY-5419	catechol degradation to 2-oxopent-4-enoate II
Pfam-Entry-PF02367.13	TsaE
GO:0031175	neuron projection development
TAX-497978	Acinetobacter baumannii
Pfam-Entry-PF12072.4	DUF3552
GO:0034050	host programmed cell death induced by symbiont
TAX-454601	Maritalea myrionectae
GO:0016021	integral component of membrane
Pfam-Entry-PF00957.17	Synaptobrevin
TAX-1648029	Tripsacinae
PWY-7173	quercetin triglucoside biosynthesis
BC-1.7.34	murein turnover, recycling
GO:0051595	response to methylglyoxal
GO:0044729	hemi-methylated DNA-binding
GO:0040008	regulation of growth
CPD-14584	xylogalacturonan
Pfam-PF13485.2	Peptidase_MA_2
Pfam-PF05147.9	LANC_like
Pfam-PF02055.12	Glyco_hydro_30
TAX-509192	Thermoanaerobacter ethanolicus
GO:0050334	thiaminase activity
TAX-1408437	Eubacterium desmolans
TAX-869692	Escherichia coli
TAX-194	Campylobacter
Pfam-Entry-PF05600.8	DUF773
PWY-7458	violdelphin biosynthesis
Neutral-Amino-Acids	a neutral amino acid
TAX-310514	Prevotella multisaccharivorax
Pfam-PF02374.11	ArsA_ATPase
Pfam-PF03205.10	MobB
GO:0015023	syndecan
Pfam-Entry-PF11237.4	DUF3038
CCO-CHROM-IMEM	chromoplast inner membrane
TAX-483148	Cistus creticus
PWY-6531	mannitol cycle
GO:0005977	glycogen metabolic process
Pfam-PF03811.9	Zn_Tnp_IS1
TAX-760778	Streptococcus pneumoniae
Pfam-PF01732.12	DUF31
TAX-1094714	Fluoribacter dumoffii
Pfam-Entry-PF00929.20	RNase_T
GO:0009263	deoxyribonucleotide biosynthetic process
GO:0033319	UDP-D-xylose metabolic process
Pfam-Entry-PF01578.16	Cytochrom_C_asm
Pfam-Entry-PF01724.12	DUF29
TAX-68985	Methanopyrales
TAX-1332080	Sphingobium baderi
GO:0016573	histone acetylation
TAX-42167	Acanthophiinae
GO:0043174	nucleoside salvage
TAX-832	Fibrobacter
Pfam-PF00404.14	Dockerin_1
Pfam-PF15979.1	Glyco_hydro_115
Pfam-Entry-PF05222.11	AlaDh_PNT_N
TAX-419015	Alloscardovia omnicolens
Pfam-PF01327.17	Pep_deformylase
TAX-883120	Klebsiella oxytoca
Pfam-Entry-PF16444.1	DUF5041
TAX-1159089	Streptococcus pneumoniae
TAX-1329799	Archelosauria
GO:0004687	myosin light chain kinase activity
GO:0047349	D-ribitol-5-phosphate cytidylyltransferase activity
Pfam-PF02090.11	SPAM
MtbC-Proteins	a [Co(I) dimethylamine-specific corrinoid protein]
GO:0008787	allose kinase activity
TAX-68892	Streptococcus infantis
Pfam-PF07317.8	YcgR
BC-3.1.2.4.2	regulons or multilayer component regulatory systems
Pfam-Entry-PF11023.4	DUF2614
TAX-1005509	Escherichia coli
TAX-862516	Staphylococcus aureus
TAX-1462606	Soja
Pfam-PF03583.10	LIP
TOLUENE-DEG-3-OH-PWY	toluene degradation to 2-oxopent-4-enoate (<I>via 4-methylcatechol</i>)
GO:0008929	methylglyoxal synthase activity
Pfam-Entry-PF13098.2	Thioredoxin_2
Chlorophyll-a-Biosynthesis	Chlorophyll <i>a</i> Biosynthesis
TAX-887313	Campylobacter coli
ALPHA-ACIDS	an &alpha;-acid
Pfam-PF02880.12	PGM_PMM_III
GO:0009134	nucleoside diphosphate catabolic process
Pfam-PF05161.9	MOFRL
GO:0044705	multi-organism reproductive behavior
S-2-Haloacids	an (<i>S</i>)-2-haloacid
Pfam-Entry-PF02276.14	CytoC_RC
TAX-1518149	Thalassotalea
Pfam-Entry-PF00994.20	MoCF_biosynth
TAX-272843	Pasteurella multocida
TAX-372787	Fischerella thermalis
TAX-68298	Syntrophomonadaceae
Pfam-PF06769.9	YoeB_toxin
GO:0015572	N-acetylglucosamine transmembrane transporter activity
Pfam-PF02308.12	MgtC
Cleaved-togavirus-Struct-Polyproteins	cleaved togavirus structural polyprotein
TAX-864073	Herbaspirillum frisingense
Shorter-RNAs	a shorter RNA
GO:0016692	NADH peroxidase activity
Pfam-Entry-PF13600.2	DUF4140
GO:0050810	regulation of steroid biosynthetic process
Pfam-PF07168.7	Ureide_permease
TAX-433514	Lampyrinae
Pfam-PF14587.2	Glyco_hydr_30_2
TAX-1007	Saprospira
Factor-Xa	a factor Xa
Pfam-Entry-PF03928.10	Haem_degrading
Lipopolysaccharide-Biosynthesis	Lipopolysaccharide Biosynthesis
Pfam-PF12663.3	DUF3788
TAX-278137	Mycobacterium gilvum
Pfam-Entry-PF05645.9	RNA_pol_Rpc82
GO:0018525	4-hydroxybenzoyl-CoA reductase activity
GO:0045304	regulation of establishment of competence for transformation
TAX-4442	Camellia sinensis
TAX-444448	Escherichia coli
GO:0030643	cellular phosphate ion homeostasis
GO:0046439	L-cysteine metabolic process
TAX-293502	Thomsonieae
Unsaturated-carbonyl-compounds	an &alpha;,&beta;-unsaturated carbonyl compound
Pfam-Entry-PF01979.16	Amidohydro_1
PC-42	AGCS-family-Transporters
Pfam-Entry-PF11815.4	DUF3336
GO:0006900	membrane budding
ALPHA-N-ACETYLNEURAMINYL-ETCETERA	&alpha;-<i>N</i>-acetylneuraminyl-(2->3)-&beta;-D-galactosyl-(1->3)-<i>N</i>-acetyl-D-galactosaminyl-R
TAX-445961	Chryseobacterium soli
GO:0003989	acetyl-CoA carboxylase activity
TAX-1706369	Cellvibrionales
Pfam-PF03737.11	Methyltransf_6
Pfam-Entry-PF06995.7	Phage_P2_GpU
TAX-1144317	Acidovorax sp. CF316
TAX-1122916	Paenibacillus assamensis
GO:0018011	N-terminal peptidyl-alanine methylation
GO:0032091	negative regulation of protein binding
GO:0004235	matrilysin activity
TAX-21571	Boraginaceae
TusE-S-sulfanylcysteine	a [TusE sulfur carrier protein]-<i>S</i>-sulfanylcysteine
GO:0019323	pentose catabolic process
TAX-22663	Punica granatum
Pfam-Entry-PF10516.5	SHNi-TPR
Pfam-Entry-PF16116.1	DUF4832
TAX-553190	Gardnerella vaginalis
Pfam-Entry-PF11525.4	CopK
Cyclamides	a cyclamide
Pfam-PF00333.16	Ribosomal_S5
TAX-1218357	Chlamydia psittaci
TAX-178174	Syzygium
GO:0071842	cellular component organization at cellular level
TAX-2736	Verrucomicrobium spinosum
PHYTOALEXIN-DEG	Phytoalexins Degradation
TAX-29440	Pseudomonas sp. AK-1
TAX-370974	Flavobacterium filum
Diacylglycerides	a diglyceride
Pfam-Entry-PF07632.7	DUF1593
PWY-7269	NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)
Pfam-Entry-PF06257.7	VEG
GO:0006422	aspartyl-tRNA aminoacylation
GO:0052915	23S rRNA (guanine(2445)-N(2))-methyltransferase activity
GO:0005603	complement component C2 complex
TAX-679189	Prevotella timonensis
TAX-290732	Aminiphilus circumscriptus
GO:0046189	phenol-containing compound biosynthetic process
TAX-84590	Taylorella asinigenitalis
TAX-935839	Cellulosimicrobium cellulans
TAX-629261	Pseudomonas amygdali
Pfam-PF10275.5	Peptidase_C65
GO:0003881	CDP-diacylglycerol-inositol 3-phosphatidyltransferase activity
TAX-566550	Hungatella hathewayi
BC-2.2.7	antisense RNA
Pfam-PF12614.4	RRF_GI
TAX-206379	Nitrosomonadaceae
TAX-1006007	Bacillus megaterium
Pfam-Entry-PF11469.4	Ribonucleas_3_2
Pfam-Entry-PF06415.9	iPGM_N
TAX-485917	Pedobacter heparinus
GO:0015433	peptide antigen-transporting ATPase activity
TAX-1437448	Ochrobactrum rhizosphaerae
Pfam-PF10552.5	ORF6C
TAX-1010795	Escherichia coli
SAM-PWY	S-adenosyl-L-methionine biosynthesis
Pfam-Entry-PF06306.7	CgtA
PWY-6030	serotonin and melatonin biosynthesis
TAX-1654	Actinomyces
Cysteine-persulfide-Modifications	Cysteine persulfide
TAX-41170	Exiguobacterium acetylicum
PWY-7539	6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)
Pfam-Entry-PF12678.3	zf-rbx1
TAX-348818	Streptacidiphilus oryzae
TAX-1306264	Antillogorgia
GO:0002521	leukocyte differentiation
TAX-645127	Corynebacterium kroppenstedtii
Pfam-PF01992.12	vATP-synt_AC39
GO:0052729	dimethylglycine N-methyltransferase activity
Pfam-Entry-PF15983.1	DUF4767
GO:0004563	beta-N-acetylhexosaminidase activity
TAX-43660	Pseudoalteromonas undina
TAX-308354	Staphylococcus simiae
GO:0052834	inositol monophosphate phosphatase activity
Pfam-PF00720.13	SSI
TAX-504090	Kushneria
Cyclic-Monoterpene-Ketones	a cyclic monoterpene ketone
HIS-tRNAs	a tRNA<SUP>his</SUP>
Pfam-Entry-PF08329.6	ChitinaseA_N
TAX-29526	Syntrophobacter
PWY-13	superpathway of tetrahydroxyxanthone biosynthesis
Nucleosides-in-Nucleic-Acids	a nucleoside within nucleic acids
TAX-169625	Cinchoneae
Pfam-PF03445.9	DUF294
Pfam-Entry-PF09706.6	Cas_CXXC_CXXC
GO:0016278	lysine N-methyltransferase activity
TAX-76890	Asticcacaulis
Pfam-Entry-PF10365.5	DUF2436
Pfam-PF00478.21	IMPDH
Pfam-PF16261.1	DUF4915
GO:0009597	detection of virus
Pfam-PF00550.21	PP-binding
Pfam-PF01906.13	YbjQ_1
Pfam-Entry-PF08201.7	BssC_TutF
TAX-133453	Caldilinea aerophila
TAX-1042877	Thermococcus sp. 4557
PWY-5883	ephedrine biosynthesis
Pfam-PF16146.1	DUF4854
PWY-6978	plastoquinol-9 biosynthesis II
TAX-480118	Eremoneura
PWY-5795	juglone biosynthesis
TAX-876269	Methyloferula stellata
TAX-499202	Lichtheimiaceae
TAX-452662	Sphingobium japonicum
GO:0004455	ketol-acid reductoisomerase activity
GO:0007602	phototransduction
GO:0004468	lysine N-acetyltransferase activity
GO:0016013	syntrophin complex
GO:0046224	bacteriocin metabolic process
Pfam-Entry-PF10781.5	DSRB
GO:0045184	establishment of protein localization
GO:0019898	extrinsic component of membrane
TAX-404215	Yersinia pestis
Pfam-PF11045.4	YbjM
TAX-926692	Halonatronum saccharophilum
PWY-5355	nitroethane degradation
flavivirus-polyprotein	flavivirus polyprotein
Pfam-PF06518.7	DUF1104
PWY4FS-7	phosphatidylglycerol biosynthesis I (plastidic)
Pfam-PF04336.8	DUF479
TAX-46348	Glycyrrhiza echinata
GO:0048474	D-methionine transmembrane transporter activity
TAX-526224	Brachyspira murdochii
Pfam-PF05187.9	ETF_QO
TAX-75682	Oxalobacteraceae
TAX-713636	Gallionellales
TAX-309800	Haloferax volcanii
TAX-471822	Haloplasmatales
TAX-93466	Fervidobacterium pennivorans
GO:0002130	wobble position ribose methylation
GO:0006490	oligosaccharide-lipid intermediate biosynthetic process
TAX-290338	Citrobacter koseri
TAX-1484158	Pantoea sp. PSNIH1
Short-Chain-Alkanes	a short-chain alkane
Pfam-Entry-PF02557.13	VanY
TAX-4753	Pneumocystis
Pfam-PF02743.14	Cache_1
GO:0043177	organic acid binding
Pfam-PF00275.16	EPSP_synthase
GO:0004576	oligosaccharyl transferase activity
TAX-45989	Methanoculleus
TAX-1271752	Riemerella anatipestifer
PWY-7561	tenellin biosynthesis
TAX-385964	Yersinia pestis
cis-delta7-3-oxo-cerotoyl-ACPs	a cis-delta7-3-oxo-C26:1-[acp]
GO:0003999	adenine phosphoribosyltransferase activity
PWY1-2	L-alanine degradation IV
TAX-1412840	Anaplasma marginale
PWY3B3-29	aromatic compound degradation
GO:0009972	cytidine deamination
Damaged-DNA-Pyrimidine	a damaged DNA pyrimidine
TAX-1131482	Penicillium brefeldianum
GO:0004941	beta2-adrenergic receptor activity
GO:0004074	biliverdin reductase activity
Pfam-Entry-PF14657.2	Integrase_AP2
Pfam-Entry-PF13692.2	Glyco_trans_1_4
GO:0060241	lysozyme inhibitor activity
TAX-124768	Celosia cristata
TAX-1441922	Bernardia pulchella
Pfam-Entry-PF09124.6	Endonuc-dimeris
PWY-7287	novobiocin biosynthesis
GO:0007401	pan-neural process
Pfam-Entry-PF16286.1	DUF4932
TAX-314565	Xanthomonas campestris
Pfam-Entry-PF03033.16	Glyco_transf_28
GO:0006229	dUTP biosynthetic process
4-MHA-THR-VAL-AcmD-Proteins	a 3-hydroxy-4-methyl-anthranilyl-L-threonyl-D-valyl-[AcmD acyl-carrier protein]
TAX-996857	Leptospira interrogans
TAX-453229	Desulfarculus
PWY-6756	<i>S</i>-methyl-5'-thioadenosine degradation II
GO:0042725	thiamine-containing compound catabolic process
Pfam-Entry-PF07833.7	Cu_amine_oxidN1
TAX-205948	Cenarchaeales
L-Arabinose-Degradation	L-arabinose Degradation
GO:0030976	thiamine pyrophosphate binding
GO:0016041	glutamate synthase (ferredoxin) activity
PWY-6432	curcuminoid biosynthesis
D-L-Xylose	xylose
GO:0005274	allantoin uptake transmembrane transporter activity
PWY66-380	estradiol biosynthesis I (via estrone)
TAX-81689	Archipini
PWY-5725	farnesene biosynthesis
GO:0043024	ribosomal small subunit binding
Pfam-Entry-PF02392.12	Ycf4
GO:0008989	rRNA (guanine-N1-)-methyltransferase activity
TAX-410330	Calyptogena okutanii thioautotrophic gill symbiont
Pfam-PF11354.4	DUF3156
GO:0030802	regulation of cyclic nucleotide biosynthetic process
Pfam-PF10759.5	DUF2587
Pfam-Entry-PF14512.2	TM1586_NiRdase
Pfam-PF07730.9	HisKA_3
GO:0061333	renal tubule morphogenesis
Pfam-Entry-PF01862.12	PvlArgDC
GO:0033644	host cell membrane
D-Galactose	D-galactose
Pfam-PF10097.5	DUF2335
Pfam-PF08183.7	SpoV
TAX-202747	Sulfurimonas autotrophica
GO:0045727	positive regulation of translation
PWY-6125	superpathway of guanosine nucleotides <i>de novo</i> biosynthesis II
2-hydroxyacyl-glutathiones	<i>S</i>-(2-hydroxyacyl)glutathione
Nucleoside-Diphosphocholines	a nucleoside diphosphocholine
Pfam-PF02049.14	FliE
GO:0008705	methionine synthase activity
Pfam-Entry-PF13083.2	KH_4
Pfam-PF16499.1	Melibiase_2
TAG-18-2-38-4s	a TAG(18:2/38:4)
PWY-5486	pyruvate fermentation to ethanol II
GO:0042084	5-methyltetrahydrofolate-dependent methyltransferase activity
GLYCOLYSIS-TCA-GLYOX-BYPASS	superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass
Pfam-Entry-PF05176.10	ATP-synt_10
MONOTERPENOID-SYN	Monoterpenoids Biosynthesis
Pfam-Entry-PF12984.3	DUF3868
Pfam-Entry-PF12843.3	QSregVF_b
Pfam-Entry-PF03978.9	Borrelia_REV
TAX-171693	Oceanobacillus picturae
Sphinga-4-8-dienine-18-0-Ceramides	a sphinga-4,8-dienine-18:0, ceramide
GO:0030144	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase activity
GO:0009539	photosystem II reaction center
Pfam-Entry-PF16123.1	HAGH_C
PWY-5320	kaempferol glycoside biosynthesis (Arabidopsis)
Omega-N-methylated-Arg-Modifications	Omega-N-methylated arginine
Pfam-Entry-PF02683.11	DsbD
Pfam-Entry-PF04472.8	DUF552
TAX-365532	Belnapia
CPD-15978	D-cellobiose 6'-phosphate
Pfam-PF01618.12	MotA_ExbB
TAX-1137986	Mortierellomycotina
TAX-1111737	Thermocrispum municipale
Pfam-PF04239.8	DUF421
PWY-361	phenylpropanoid biosynthesis
CPD-18282	(5E,7S,9S,11,E,13E,15E)-7,9,15-trimethylheptadeca-5,11,13,15-tetraene-2,4-dionyl-[acp]
DENOVOPURINE2-PWY	superpathway of purine nucleotides <i>de novo</i> biosynthesis II
Pfam-PF04039.9	MnhB
Pfam-Entry-PF11014.4	DUF2852
GO:0033059	cellular pigmentation
TAX-191412	Chlorobiaceae
GO:0008201	heparin binding
Pfam-PF14233.2	DUF4335
Deoxy-Ribonucleoside-3P	a 2'-deoxyribonucleoside 3'-monophosphate
TAX-664638	Leucobacter salsicius
Pfam-Entry-PF13597.2	NRDD
Pfam-PF04352.9	ProQ
Pfam-PF09538.6	FYDLN_acid
GO:0005829	cytosol
Pfam-Entry-PF02879.12	PGM_PMM_II
Pfam-PF06626.8	DUF1152
Pfam-Entry-PF04288.9	MukE
Pfam-Entry-PF11812.4	DUF3333
ORG-5872	Bacillus sp. No. 230
GO:0045569	TRAIL binding
NADPH-Hemoprotein-Reductases	an [NADPH-hemoprotein reductase]
Pfam-PF09028.6	Mac-1
TAX-168470	Laribacter
GO:0006338	chromatin remodeling
GO:0045121	membrane raft
TAX-32033	Xanthomonadaceae
GO:0004498	calcidiol 1-monooxygenase activity
Q-Type-Peroxiredoxins	a Q-type peroxiredoxin
Pfam-Entry-PF07963.8	N_methyl
TAX-312063	Azohydromonas
